college_slno,college_name,course_slno,course_info
262,"SNDP YOGAM MK RAGHAVAN MEMORIAL ARTS AND SCIENCE COLLEGE, PULPALLY",262.6,E1: Business Analytics
262,"SNDP YOGAM MK RAGHAVAN MEMORIAL ARTS AND SCIENCE COLLEGE, PULPALLY",262.8,Artificial Intelligence
262,"SNDP YOGAM MK RAGHAVAN MEMORIAL ARTS AND SCIENCE COLLEGE, PULPALLY",262.1,CSC1MN103 - Data analysis using Spreadsheet [Computer Science 2024
262,"SNDP YOGAM MK RAGHAVAN MEMORIAL ARTS AND SCIENCE COLLEGE, PULPALLY",262.1,CSC1VN101 - Computational Mathematics in Data Science [Computer Science
262,"SNDP YOGAM MK RAGHAVAN MEMORIAL ARTS AND SCIENCE COLLEGE, PULPALLY",262.1,Foundation of Computer CSC1MN101 - Exploring Computer Basics & Computational Thinking [Computer
3,P,262.1,"Fundamentals of Computer CSC1MN106 - Computer Fundamentals with MS Excel,_SPSS [Computer"
4,S,262.1,General awareness in
5,C,262.1,Analog/Digital fundamentals &
7,E,262.2,English for Professional ENG1VN102 - Foundations of English Language Proficiency [English 2024
0,S,262.2,ENG1MN103 - English Language Teaching: Foundations and Practice Level 1
0,S,262.2,BGA1MN101 - Fundamentals of Design [Graphic Design and Animation 2024
0,S,262.2,BGA1MN103 - Pre-production Techniques for Video Production [Graphic Design
0,S,262.2,Hindi Language and Literature - HIN1MN104 - DakshinBhartiya Hindi Sahitya (South Indian Hindi Literature)
4,I,262.2,Hindi Language and Literature -
5,II,262.2,Prayojanmoolak Hindi -I
5,II,262.2,Prayojanmoolak Hindi -II
5,II,262.2,Prayojanmoolak Hindi III
5,II,262.2,JOU1MN104 - Mass Media Essentials [Journalism and Mass Communication
5,II,262.3,Foundations for Mathematical
4,A,262.3,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.2,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.3,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.4,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.5,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.6,Artificial Intelligence
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.7,Data Science
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.9,English in Industry
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.1,BBA1MN102 - Communicating with Financial Data [Management Studies 2024
263,"SNDP YOGAM SATHABDI SMARAKA COLLEGE,KUNNAPPALLY .P.O,PERINTHALMANNA",263.1,Integrated Mathematical
2,M,263.1,Behavioural Statistical
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.1,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.2,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.3,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.4,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.5,Artificial Intelligence
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.6,Data Science
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.7,Foundations of Economics ECO1MN105 - Microeconomics Foundations [Economics 2024 syllabus]
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.8,English at Workspace
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.9,History of Modern India
264,SNES COLLEGE OF ARTS COMMERCE AND MANAGEMENT,264.1,Public Administration and POL1MN101 - Principles of Public Administration [Political Science 2024
2,G,264.1,Behavioural Statistical
265,"SNES KALYANI COLLEGE , KARIMPUZHA",265.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
265,"SNES KALYANI COLLEGE , KARIMPUZHA",265.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
265,"SNES KALYANI COLLEGE , KARIMPUZHA",265.3,Analytics for Financial Data
265,"SNES KALYANI COLLEGE , KARIMPUZHA",265.4,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
265,"SNES KALYANI COLLEGE , KARIMPUZHA",265.5,MAT1MN101 - Calculus [Mathematics 2024 syllabus]
265,"SNES KALYANI COLLEGE , KARIMPUZHA",265.6,STA1MN103 - Introductory Statistics with R [Statistics 2024 syllabus]
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.1,Botanical Diversity
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.3,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.4,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.5,Artificial Intelligence
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.6,Artificial Intelligence
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.7,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.8,Professional Journalism
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.9,Classical Malayalam-I MAL1MN102 - Malayalam Fiction [Malayalam 2024 syllabus]
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.1,BBA1MN102 - Communicating with Financial Data [Management Studies 2024
266,SREE GOKULAM ARTS AND SCIENCE COLLEGE,266.1,Foundations for Mathematical
2,A,266.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
2,A,266.1,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.1,Botanical Diversity
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.3,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.5,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.6,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.7,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.8,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.9,GST Practices ECO1VN102 - Foundations of GST [Economics 2024 syllabus]
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.1,ENG1MN102 - The Language of Digital Space: English and New Media [English
267,"SREE KERALA VARMA COLLEGE,THRISSUR",267.1,English Language Praxis and
4,D,267.1,Prayojanmoolak Hindi -I
4,D,267.1,Prayojanmoolak Hindi -II
4,D,267.1,Prayojanmoolak Hindi III
4,D,267.2,HIS1MN112 - Modern Indian History: 1757-Early Twentieth Century [History 2024
4,D,267.2,Foundations for Mathematical
2,A,267.2,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
3,M,267.2,Integrated Mathematical
4,M,267.2,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
4,M,267.2,Indian Constitution and Political
8,S,267.2,POL1MN103 - Introduction to International Politics [Political Science 2024
8,S,267.3,Public Administration and POL1MN101 - Principles of Public Administration [Political Science 2024
0,G,267.3,Descriptive and Inferential
4,S,267.3,Statistics for Basic Economic
5,D,267.3,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.1,Botanical Diversity
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.2,CHE1MN105 - Basic Inorganic and Nuclear Chemistry [Chemistry 2024 syllabus]
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.4,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.5,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.6,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.7,Indian Economic Development
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.8,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.9,Nutrition and Dietetics FCS1MN101 - Human Nutrition [Family & Community science 2024 syllabus]
268,"SREE KRISHNA COLLEGE, GURUVAYUR, ARIYANNUR,THRISSUR",268.1,English Language Praxis and
1,D,268.1,HIS1MN112 - Modern Indian History: 1757-Early Twentieth Century [History 2024
1,D,268.1,Foundations for Mathematical
7,A,268.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
7,A,268.2,Indian Constitution and Political
1,S,268.2,Descriptive and Inferential
5,S,268.2,Single minor - Statistical
6,I,268.2,Single Minor-Statistical
7,I,268.2,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
269,"SREEKRISHNAPURAM V.T BHATTAHIRIPAD COLLEGE,MANNAMPATTA",269.1,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
269,"SREEKRISHNAPURAM V.T BHATTAHIRIPAD COLLEGE,MANNAMPATTA",269.2,C2: Fintech COM1MN106 - Foundations of Modern Banking [Commerce 2024 syllabus]
269,"SREEKRISHNAPURAM V.T BHATTAHIRIPAD COLLEGE,MANNAMPATTA",269.6,Foundations of Economics ECO1MN105 - Microeconomics Foundations [Economics 2024 syllabus]
269,"SREEKRISHNAPURAM V.T BHATTAHIRIPAD COLLEGE,MANNAMPATTA",269.7,Archaeological Practices in HIS1MN102 - Field study and Documentation [History 2024 syllabus]
269,"SREEKRISHNAPURAM V.T BHATTAHIRIPAD COLLEGE,MANNAMPATTA",269.8,History of Modern India
269,"SREEKRISHNAPURAM V.T BHATTAHIRIPAD COLLEGE,MANNAMPATTA",269.9,Ayurvedavijnana and Yoga SAN1VN102 - Karmayoga of Vyasa [Sanskrit 2024 syllabus]
269,"SREEKRISHNAPURAM V.T BHATTAHIRIPAD COLLEGE,MANNAMPATTA",269.1,Descriptive and Inferential
1,S,269.1,Statistics for Business and
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.1,General Biochemistry BCH1MN101 - Biochemistry [Biochemistry 2024 syllabus]
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.2,Botanical Diversity
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.3,Plants in human wellness BOT1MN103 - Economic Botany [Botany 2024 syllabus]
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.4,CHE1MN105 - Basic Inorganic and Nuclear Chemistry [Chemistry 2024 syllabus]
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.5,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.7,B1: Financial Reporting
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.8,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.9,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
270,"SREE NARAYANA COLLEGE ,ALATHUR",270.1,"Fundamentals of Computer CSC1MN106 - Computer Fundamentals with MS Excel,_SPSS [Computer"
1,S,270.1,General awareness in CSC1MN107 - Computer Hardware Assembly [Computer Application 2024
2,C,270.1,EVS1MN102 - Fundamentals of Ecology [Environment and water Management
2,C,270.1,FEN1VN102 - English for Business Communication [Functional English 2024
2,C,270.1,English Language Praxis and
6,D,270.1,FEN1VN101 - English for Digital Communication [Functional English 2024
6,D,270.1,HIS1MN112 - Modern Indian History: 1757-Early Twentieth Century [History 2024
6,D,270.1,Integrated Mathematical
9,M,270.2,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
9,M,270.2,Mathematics For Physical
1,S,270.2,Public Administration and POL1MN101 - Principles of Public Administration [Political Science 2024
2,G,270.2,Descriptive and Inferential
3,S,270.2,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.1,Industrial Botany BOT1MN102 - Phytochemistry [Botany 2024 syllabus]
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.3,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.4,B1: Financial Reporting
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.5,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.6,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.7,C2: Fintech COM1MN106 - Foundations of Modern Banking [Commerce 2024 syllabus]
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.8,Kerala Model in Cultural Life HIS1MN111 - History of Malayalam Cinema [History 2024 syllabus]
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.9,Critical Studies MAL1MN103 - Gender studies [Malayalam 2024 syllabus]
271,"SREE NARAYANA COLLEGE, NATTIKA, THRISSUR",271.1,Introduction to Malayalam
0,T,271.1,Foundations for Mathematical
1,A,271.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
1,A,271.1,Mathematics For Physical
3,S,271.1,Comparative Literature and SAN1MN106 - Comparative Literature and Translation Studies I [Sanskrit 2024
5,T,271.1,Descriptive and Inferential
6,S,271.1,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
272,SREE NARAYANA COLLEGE OF ARTS,272.1,A1: Entrepreneurial Finance
272,SREE NARAYANA COLLEGE OF ARTS,272.2,A2: Entrepreneurial Leadership COP1MN102 - Entrepreneurial Marketing [Accounting & Finance 2024 syllabus]
272,SREE NARAYANA COLLEGE OF ARTS,272.3,Accounting & Finance Group 0
272,SREE NARAYANA COLLEGE OF ARTS,272.4,B1: Financial Reporting
272,SREE NARAYANA COLLEGE OF ARTS,272.6,C1: Financial Studies COP1MN105 - Basics of Financial Markets [Accounting & Finance 2024 syllabus]
272,SREE NARAYANA COLLEGE OF ARTS,272.7,C2: Fintech
272,SREE NARAYANA COLLEGE OF ARTS,272.8,D1: Digital Marketing COP1MN107 - Essentials of Marketing [Accounting & Finance 2024 syllabus]
272,SREE NARAYANA COLLEGE OF ARTS,272.9,D2: Logistics
272,SREE NARAYANA COLLEGE OF ARTS,272.1,COP1MN109 - Essential Statistics for Business Analytics [Accounting & Finance
272,SREE NARAYANA COLLEGE OF ARTS,272.1,E2: Business Information COP1MN110 - Business Analytics for Decision Making [Accounting & Finance
1,S,272.1,F1: Travel and Tourism COP1VN101 - Fundamentals of Travel and Tourism [Accounting & Finance 2024
2,M,272.1,COM1MN103 - Fundamentals of Financial Accounting [Commerce 2024
2,M,272.1,B2: Cost and Management
7,A,272.2,COM1MN100 - Management Principles and Application [Commerce 2024
7,A,272.2,COM1MN109 - Essential Statistics for Business Analytics [Commerce 2024
7,A,272.2,E2: Business Information COM1MN110 - Business Analytics for Decision Making [Commerce 2024
4,S,272.2,F1: Travel and Tourism
5,M,272.2,CSC1VN102 - Statistical Foundations for Artificial Intelligence [Computer Science
5,M,272.2,CSC1MN100 - Fundamentals of Computers & Computational Thinking
5,M,272.2,Computing Skills and CSC1MN104 - Computer Essentials with Word Processing & Presentation
9,P,272.3,CSC1MN103 - Data analysis using Spreadsheet [Computer Science 2024
9,P,272.3,CSC1VN101 - Computational Mathematics in Data Science [Computer Science
9,P,272.3,Foundation of Computer CSC1MN101 - Exploring Computer Basics & Computational Thinking [Computer
3,P,272.3,"Fundamentals of Computer CSC1MN106 - Computer Fundamentals with MS Excel,_SPSS [Computer"
4,S,272.3,General awareness in
5,C,272.4,ECO1MN104 - Development issues in Indian Economy [Economics 2024
5,C,272.4,Sectoral Dynamics in Indian ECO1MN103 - Sectoral Contributions in Indian Economy [Economics 2024
4,E,272.4,Applied Historical Studies and
5,T,272.4,Cultural Studies and Heritage
6,M,272.5,History of Marginalized in HIS1MN109 - Marginalized in Kerala: Historical Perspectives – up to 15 th CE
3,K,272.5,HIS1MN112 - Modern Indian History: 1757-Early Twentieth Century [History 2024
3,K,272.5,Indian Constitution and Political
9,S,272.6,POL1MN103 - Introduction to International Politics [Political Science 2024
9,S,272.6,Public Administration and POL1MN101 - Principles of Public Administration [Political Science 2024
273,"SREE NARAYANA COLLEGE,VATAKARA",273.1,Botanical Diversity
273,"SREE NARAYANA COLLEGE,VATAKARA",273.2,CHE1MN105 - Basic Inorganic and Nuclear Chemistry [Chemistry 2024 syllabus]
273,"SREE NARAYANA COLLEGE,VATAKARA",273.4,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
273,"SREE NARAYANA COLLEGE,VATAKARA",273.5,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
273,"SREE NARAYANA COLLEGE,VATAKARA",273.6,B1: Financial Reporting
273,"SREE NARAYANA COLLEGE,VATAKARA",273.7,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
273,"SREE NARAYANA COLLEGE,VATAKARA",273.8,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
273,"SREE NARAYANA COLLEGE,VATAKARA",273.9,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
273,"SREE NARAYANA COLLEGE,VATAKARA",273.1,F1: Travel and Tourism
0,M,273.1,FEN1VN102 - English for Business Communication [Functional English 2024
0,M,273.1,FEN1VN101 - English for Digital Communication [Functional English 2024
0,M,273.1,Foundations for Mathematical
7,A,273.1,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
8,M,273.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
8,M,273.2,Behavioural Statistical
0,T,273.2,Statistical Methodologies in
1,D,273.2,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.1,Fundamentals of Chemistry CHE1MN100 - Inorganic Chemistry I [Chemistry 2024 syllabus]
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.2,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.3,B1: Financial Reporting
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.4,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.5,ELE1MN101 - Electronic Fundamentals [Electronics 2024 syllabus]
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.6,Gender Studies HIS1MN115 - Gender History [History 2024 syllabus]
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.7,History of Modern India
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.8,Electronic Media
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.9,Professional Journalism
274,"SREE NARAYANA GURU COLLEGE,CHELANNUR",274.1,Foundations for Mathematical
1,A,274.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
1,A,274.1,Indian Constitution and Political
4,S,274.1,Descriptive and Inferential
6,S,274.1,Statistics for Business and
7,A,274.1,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.1,Fundamentals of Chemistry CHE1MN100 - Inorganic Chemistry I [Chemistry 2024 syllabus]
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.2,B1: Financial Reporting
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.3,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.4,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.5,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.7,General Computing Principles CSC1MN105 - Introduction to IT [Computer Science 2024 syllabus]
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.8,ELE1MN101 - Electronic Fundamentals [Electronics 2024 syllabus]
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.9,Electronics Group 0 ELE1MN100 - Electrical and Electronic Fundamentals [Electronics 2024 syllabus]
275,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES ALATHUR,275.1,Internet of things & Python
0,P,275.1,Renewable Energy &
1,C,275.1,ENG1MN102 - The Language of Digital Space: English and New Media [English
1,C,275.1,ENG1MN103 - English Language Teaching: Foundations and Practice Level 1
1,C,275.1,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
7,M,275.1,Integrated Mathematical
8,M,275.2,Behavioural Statistical
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.1,CHE1MN105 - Basic Inorganic and Nuclear Chemistry [Chemistry 2024 syllabus]
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.2,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.3,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.4,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.5,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.6,English at Workspace
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.7,Cultural Studies FEN1MN102 - Understanding Culture [Functional English 2024 syllabus]
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.8,Analytics for Financial Data
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.9,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
276,SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES CHELANNUR,276.1,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.3,Artificial Intelligence
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.4,Data Science
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.6,Foundations of Economics ECO1MN105 - Microeconomics Foundations [Economics 2024 syllabus]
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.7,English at Workspace
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.8,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.9,Professional Journalism
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.1,BBA1MN102 - Communicating with Financial Data [Management Studies 2024
277,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,NATTIKA,CHAVAKKAD,THRISSUR",277.1,Indian Constitution and Political
278,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,VAZHUKUMPARA,PO CHUVANNAMANNU",278.1,CHE1MN105 - Basic Inorganic and Nuclear Chemistry [Chemistry 2024 syllabus]
278,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,VAZHUKUMPARA,PO CHUVANNAMANNU",278.3,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
278,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,VAZHUKUMPARA,PO CHUVANNAMANNU",278.4,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
278,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,VAZHUKUMPARA,PO CHUVANNAMANNU",278.5,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
278,"SREE NARAYANA GURU COLLEGE OF ADVANCED STUDIES,VAZHUKUMPARA,PO CHUVANNAMANNU",278.6,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
